PMID,Sentence
27481296,PLE was given before and after STZ.
27481296,"The preprotective, protective, and postprotective effects of PLE on STZ-induced oxidative stress were studied using biochemical (caspase 3 activity, cytosolic-to-lysosomal ratio of cathepsin B and L, DNA fragmentation levels), ordinary histological and immuno-histochemical investigation parameters."
27481296,The hypoglycemic potential of the PLE was further supported by an increase of insulin secretion in the islets of Langerhans.
27481296,"On the other hand, the use of PLE before oxidative stress could not prevent the onset of diabetes."
23128923,"The authors compared the effects of prenatal exposure to venlafaxine (serotonin-norepinephrine reuptake inhibitor), selective serotonin reuptake inhibitors (SSRIs), and maternal depression."
35392556,"Due to the high toxicity and drug resistance of current antileishmanial drugs, it is necessary to identify new and more effective drugs."
35392556,"In the present study, we investigated the in vitro activity of BA5 against different species of Leishmania and their action mechanism."
35392556,"BA5 exhibited low cytotoxicity against macrophages and inhibited the proliferation of promastigote forms of Leishmania amazonensis (IC50 = 4.5 ± 1.1 μM), Leishmania major (IC50 = 3.0 ± 0.8 μM), Leishmania braziliensis (IC50 = 0.9 ± 1.1 μM) and Leishmania infantum (IC50 = 0.15 ± 0.05 μM)."
35392556,Incubation with BA5 reduced the percentage of Leishmania amazonensis-infected macrophages and the number of intracellular parasites (IC50 = 4.1 ± 0.7 μM).
35392556,"To understand the mechanism of action underlying BA5 antileishmanial activity (incubation at IC50/2, IC50 or 2xIC50 values of the drug), we investigated ultrastructural changes by scanning electron microscopy and evaluated cell cycle, membrane mitochondrial potential, and cell death against promastigote forms of Leishmania amazonensis by flow cytometry."
35392556,"Promastigotes incubated with BA5 presented membrane blebbing, flagella damage, increased size, and body deformation."
35392556,"Surprisingly, the combination of BA5 and amphotericin B, an assay used to determine the degree of drug interaction, revealed synergistic effects (CI = 0.15 ± 0.09) on promastigotes forms of Leishmania amazonensis."
34789984,"Looming drug resistance cases of leishmaniasis infection are an undeniably serious danger to worldwide public health, also jeopardize the efficacy of available drugs."
34789984,"Hence, the importance of drug development for new molecules against Leishmania infection is significant that is a cost-effective and safer drug preferably from the natural herbal resources."
34789984,"Therefore, our results support the importance of P. roxburghii as a medicinal plant against L. donovani and showed potential for exploration as an antileishmanial agent."
34500286,"Treatment, mainly with pentavalent antimonials, presents significant toxicity and many cases of resistance."
34500286,"In previous works we have demonstrated the effective and selective antileishmanial activity of Eugenia uniflora L. essential oil, being constituted (47.3%) by the sesquiterpene curzerene."
34500286,"It was observed that curzerene has direct effects on the parasite, inducing cell death by apoptosis with secondary necrotic effects (producing pores in the plasma membrane)."
24455317,"In the third week of hospitalization, while still in a state of akinetic mutism, she developed incessant bruxism which responded favorably to a GABA receptor agonist (baclofen)."
7943430,"The levels of ubiquitin-conjugated proteins drop to 37% of control (aerobic) values during the first hour of anoxia and reach 7% in 24 h. ATP falls to 5% of control values under anoxia, and AMP rises reciprocally."
7943430,"By comparison, when embryos are subjected to artificial acidosis under aerobic conditions (pHi drops sharply, but ATP does not change for hours), ubiquitin-conjugated proteins decline to 58% after 1 h. Thus, while the proximate mechanism for the suppression of ubiquitination has not been proven, alterations in the adenylate pool and the decrease in pHi both appear to contribute to the suppression of ubiquitination."
32256269,"However, pharmaceutical drugs used in clinical practice have side effects, such as diarrhea, paronychia, and hepatotoxicity."
32256269,"Brain magnetic resonance imaging showed increased ischemic foci and lacunar infarction, worse encephalatrophy, and demyelination after EGFR-TKI therapy."
29626263,"After treatment with levodopa/carbidopa, selegiline, and piribedil, the patient's motor symptoms were improved while no significant effects were observed on psychotic symptoms."
29626263,"A clinical pharmacist analyzed the pharmacologic and pharmacokinetic characteristics of selegiline and piribedil, summarized the scheme of PD with psychotic symptoms in the literature, and discovered that selegiline might potentiate psychotic side effects of piribedil, while the use of levodopa/carbidopa cannot be ruled out either."
29626263,"This case study suggests that long-term treatment with levodopa/carbidopa and piribedil, along with the progression of the disease itself, could contribute to the emergence of psychotic symptoms in PD."
31964210,Lactate clearance has become important in the management of sepsis.
31964210,"However, factors unrelated to sepsis-induced hyperlactatemia, including β-2 adrenergic agonists, can interfere with lactate clearance."
2815044,"It is well known that young cocaine abusers, with no cardiovascular disease, may suffer from acute chest pain due to arterial coronary spasm or myocardial infarction."
2815044,Adrenoceptor stimulating drugs will give the same symptoms and should be considered as a possible cause of the pain in young intoxicated patients with no history of drug abuse or cardiovascular disease.
26845589,The mu-opioid antagonist naltrexone is one of the few approved pharmacotherapies for the treatment of alcohol dependence.
26845589,"Recently, the mu-opioid antagonist and partial kappa agonist nalmefene was approved by the European Medicines Agency for the reduction of alcohol consumption in adult patients with alcohol dependence."
