PMID,Sentence,E1,Type_E1,Relation,E2,Type_E2
21521362,"Vitamin A has been characterized as a potential neurotoxin, because ingestion of such vitamin - or its derivatives, the retinoids - at moderate to high doses elicits a myriad of deleterious effects, from acute intoxication involving head-ache, confusion, and 'pseudo tumor cerebri' to chronic, and perhaps irreversible, abnormalities, including irritability, anxiety, depression, and suicide ideation.",Vitamin A,CHEBI,be characterized as,potential neurotoxin,CHEBI
21521362,"Nevertheless, it still remains to be found the mechanism by which vitamin A induces cognitive decline.",vitamin A,CHEBI,induce by,cognitive decline,DISEASE
7913073,Hydralazine (1 mM) produced a rightward shift with depression of the maximal tension of the concentration-response curves for all the agonists tested.,Hydralazine,CHEMICAL,produce rightward shift with depression of maximal tension of,agonists,CHEBI
7913073,Hydralazine (1 mM) produced a rightward shift with depression of the maximal tension of the concentration-response curves for all the agonists tested.,Hydralazine,CHEMICAL,produce rightward shift with,depression,MENTAL_HEALTH
1982669,Prazosin (1-50 nM) markedly depressed maximum contractile responses to PE of endothelium-intact (but not denuded) thoracic aortic rings from both non-pregnant and 20-day pregnant rats.,Prazosin,CHEMICAL,depress maximum contractile responses to pe of,endothelium-intact thoracic aortic rings,CHEMICAL
34400791,"Down syndrome (DS) is a disorder characterised by marked immune dysfunction, increased mortality from sepsis, chronic inflammation, increased oxidative stress, sleep disturbance and possibly abnormal endogenous melatonin levels.",Down syndrome,MENTAL_HEALTH,characterised by,marked immune dysfunction,DISEASE
32748152,Saturated fatty acid esters may cause mastalgia via hypersensitivity of breast epithelium to circulating hormones.,Saturated fatty acid esters,NUTRITION,cause mastalgia via hypersensitivity of breast epithelium to,circulating hormones,CHEBI
32748152,Saturated fatty acid esters may cause mastalgia via hypersensitivity of breast epithelium to circulating hormones.,Saturated fatty acid esters,NUTRITION,cause mastalgia via,hypersensitivity,DISEASE
30463345,"Hormones, growth factors, morphogens could unwontedly protect tumour cells or induce cancer cell proliferation and are thus considered incompatible with many chemotherapy regimens.",Hormones,CHEBI,protect,tumour cells,DISEASE
30463345,"In vitro, Annurca Apple Polyphenolic Extract (AAE) protects murine Hair Follicles (HF) from taxanes induced dystrophy.",AAE,DISEASE,protect,HF,DISEASE
30463345,"In vitro, Annurca Apple Polyphenolic Extract (AAE) protects murine Hair Follicles (HF) from taxanes induced dystrophy.",AAE,DISEASE,protect,taxanes,CHEMICAL
30463345,"In vitro, Annurca Apple Polyphenolic Extract (AAE) protects murine Hair Follicles (HF) from taxanes induced dystrophy.",AAE,DISEASE,protect,dystrophy,DISEASE
30463345,"AAE forces HFs to produce ATP using mitochondrial β-oxidation, reducing Pentose Phosphate Pathway (PPP) rate and nucleotides production.",AAE forces,DISEASE,reduce,Pentose Phosphate Pathway,CHEMICAL
30463345,"AAE forces HFs to produce ATP using mitochondrial β-oxidation, reducing Pentose Phosphate Pathway (PPP) rate and nucleotides production.",AAE forces,DISEASE,reduce,Pathway PPP rate,CHEMICAL
30463345,"Moreover, measuring the effect exerted on Poly Unsaturated Fatty Acid (PUFA) metabolism, we prove that AAE promotes hair-growth by increasing the intracellular levels of Prostaglandins F2α (PGF2α) and by hijacking PUFA catabolites toward β-oxidation.",AAE,DISEASE,increase intracellular levels of,Prostaglandins F2α,CHEMICAL
30463345,"Moreover, measuring the effect exerted on Poly Unsaturated Fatty Acid (PUFA) metabolism, we prove that AAE promotes hair-growth by increasing the intracellular levels of Prostaglandins F2α (PGF2α) and by hijacking PUFA catabolites toward β-oxidation.",AAE,DISEASE,hijack,PUFA catabolites,CHEMICAL
28934522,"In anesthetized rats, dronabinol attenuates reflex apnea via activation of cannabinoid (CB) receptors located on vagal afferents; an effect blocked by cannabinoid type 1 (CB1) and/or type 2 (CB2) receptor antagonists.",dronabinol,CHEMICAL,reflex,apnea,DISEASE
23451087,"The trypanothione synthetase (TryS) catalyses the two-step biosynthesis of trypanothione from spermidine and glutathione and is an attractive new drug target for the development of trypanocidal and antileishmanial drugs, especially since the structural information of TryS from Leishmania major has become available.",trypanothione synthetase,CHEMICAL,catalyse two-step biosynthesis of trypanothione from,glutathione,CHEMICAL
23451087,"The trypanothione synthetase (TryS) catalyses the two-step biosynthesis of trypanothione from spermidine and glutathione and is an attractive new drug target for the development of trypanocidal and antileishmanial drugs, especially since the structural information of TryS from Leishmania major has become available.",trypanothione synthetase,CHEMICAL,catalyse two-step biosynthesis of trypanothione from,spermidine,CHEMICAL
23451087,"The trypanothione synthetase (TryS) catalyses the two-step biosynthesis of trypanothione from spermidine and glutathione and is an attractive new drug target for the development of trypanocidal and antileishmanial drugs, especially since the structural information of TryS from Leishmania major has become available.",trypanothione synthetase,CHEMICAL,catalyse two-step biosynthesis of,trypanothione,CHEMICAL
7965440,"Two adolescents with a long history of abuse of lysergic acid diethylamide (LSD) and symptoms consistent with major depressive disorder, on initiation of antidepressant therapy with selective serotonin reuptake inhibitor agents, had the new onset or worsening of LSD flashback syndrome.",major depressive disorder,MENTAL_HEALTH,have new onset or worsening of,LSD flashback syndrome,MENTAL_HEALTH
7965440,"Two adolescents with a long history of abuse of lysergic acid diethylamide (LSD) and symptoms consistent with major depressive disorder, on initiation of antidepressant therapy with selective serotonin reuptake inhibitor agents, had the new onset or worsening of LSD flashback syndrome.",antidepressant therapy,CHEMICAL,have new onset or worsening of,LSD flashback syndrome,MENTAL_HEALTH
7965440,"Two adolescents with a long history of abuse of lysergic acid diethylamide (LSD) and symptoms consistent with major depressive disorder, on initiation of antidepressant therapy with selective serotonin reuptake inhibitor agents, had the new onset or worsening of LSD flashback syndrome.",selective serotonin reuptake inhibitor agents,CHEBI,have new onset or worsening of,LSD flashback syndrome,MENTAL_HEALTH
7965440,"Two adolescents with a long history of abuse of lysergic acid diethylamide (LSD) and symptoms consistent with major depressive disorder, on initiation of antidepressant therapy with selective serotonin reuptake inhibitor agents, had the new onset or worsening of LSD flashback syndrome.",lysergic acid diethylamide,CHEMICAL,have new onset or worsening of,LSD flashback syndrome,MENTAL_HEALTH
7965440,"Two adolescents with a long history of abuse of lysergic acid diethylamide (LSD) and symptoms consistent with major depressive disorder, on initiation of antidepressant therapy with selective serotonin reuptake inhibitor agents, had the new onset or worsening of LSD flashback syndrome.",antidepressant therapy,CHEMICAL,have initiation with,selective serotonin reuptake inhibitor agents,CHEBI
7965440,The similarity in neuroreceptor physiology for both LSD and serotonin suggests that the LSD flashback syndrome may be induced by these drugs in patients with a history of LSD abuse.,LSD flashback syndrome,MENTAL_HEALTH,be induced by drugs in patients with history of,LSD abuse,DISEASE
28986194,"Triethyl citrate (TEC) was found to be a better liquid plasticizer than PEG 400 both in reducing the glass transition temperature of the coating polymer (cellulose acetate) and in increasing the electrical conductivity of the ODDS cores, both of which led to an enhanced coating powder adhesion and film formation.",Triethyl citrate,NUTRITION,reduce glass transition temperature of,polymer,CHEBI
22355323,The aim of this study was to examine the effects of eight α-adrenoceptor antagonists on ABCG2/BCRP-mediated resistance and transport.,α-adrenoceptor antagonists,CHEBI,have the effects on,ABCG2/BCRP-mediated resistance,MENTAL_HEALTH
20100992,"alpha-Adrenoceptor antagonists have been a rational first choice; nevertheless, calcium channel blockers are primarily used in autonomic dysreflexia management.",calcium channel blockers,CHEMICAL,be used in,autonomic dysreflexia management,DISEASE
20100992,"In spinal cord-injured individuals, phentolamine significantly reduced the leg vascular resistance increase during autonomic dysreflexia (8+/-5 versus 24+/-13 arbitrary units; P=0.04) in contrast to nicardipine (15+/-10 versus 24+/-13 arbitrary units; P=0.12).",phentolamine,CHEMICAL,leg vascular resistance increase during,nicardipine,CHEMICAL
20100992,"In spinal cord-injured individuals, phentolamine significantly reduced the leg vascular resistance increase during autonomic dysreflexia (8+/-5 versus 24+/-13 arbitrary units; P=0.04) in contrast to nicardipine (15+/-10 versus 24+/-13 arbitrary units; P=0.12).",phentolamine,CHEMICAL,leg vascular resistance increase during,autonomic dysreflexia,DISEASE
20100992,"In spinal cord-injured individuals, phentolamine significantly reduced the leg vascular resistance increase during autonomic dysreflexia (8+/-5 versus 24+/-13 arbitrary units; P=0.04) in contrast to nicardipine (15+/-10 versus 24+/-13 arbitrary units; P=0.12).",phentolamine,CHEMICAL,leg,resistance increase,MENTAL_HEALTH
20100992,"In controls, phentolamine completely abolished the leg vascular resistance increase during a cold pressure test (1+/-2 versus 18+/-14 arbitrary units; P=0.02).",phentolamine,CHEMICAL,abolish in,leg vascular resistance,MENTAL_HEALTH
19463021,"Current data suggest that ACE inhibitors or angiotensin receptor blockers with or without a diuretic are important, if not preferred, initial therapies for the patient with diabetes and hypertension.",angiotensin receptor blockers,CHEMICAL,be important initial therapies for patient with,hypertension,DISEASE
19463021,"Current data suggest that ACE inhibitors or angiotensin receptor blockers with or without a diuretic are important, if not preferred, initial therapies for the patient with diabetes and hypertension.",angiotensin receptor blockers,CHEMICAL,be important initial therapies for patient with,diabetes,DISEASE
11110849,"The antioxidant properties of vitamin E were established (P: < 0.01) by the elevation of plasma vitamin E, together with depression in both plasma malondialdehyde and urinary DNA adduct 8-hydroxy-2'-deoxyguanosine after supplementation.",vitamin E,CHEBI,be established,plasma malondialdehyde,CHEMICAL
11110849,"The antioxidant properties of vitamin E were established (P: < 0.01) by the elevation of plasma vitamin E, together with depression in both plasma malondialdehyde and urinary DNA adduct 8-hydroxy-2'-deoxyguanosine after supplementation.",vitamin E,CHEBI,be established,plasma vitamin E,CHEBI
11110849,"The antioxidant properties of vitamin E were established (P: < 0.01) by the elevation of plasma vitamin E, together with depression in both plasma malondialdehyde and urinary DNA adduct 8-hydroxy-2'-deoxyguanosine after supplementation.",vitamin E,CHEBI,be established,depression,MENTAL_HEALTH
